AFZJ,00058324,"0001 - F-Zero (J).gba","",000582DC
AEEE,0003B02C,"0638 - Ballistic - Ecks vs. Sever (U).gba","",0003AFF0
AESP,00029CE4,"0640 - Ecks vs. Sever (E).gba","",00029CB4
AFYE,000B3E54,"0641 - Fire Pro Wrestling 2 (U).gba","",000B3E0C
AAPJ,0005DBB8,"0645 - Metalgun Slinger (J).gba","",0005DB88
AAKJ,00090BA8,"0646 - AirForce Delta II (J).gba","",00090B6C
AK3E,00230224,"0647 - Turbo Turtle Adventure (U).gba","",002301F4
AKOP,0073EC88,"0648 - The King Of Fighters EX - Neo Blood (E).gba","",0073EC58
AHQJ,000E8C90,"0649 - Harobots - Robo Hero Battling (J).gba","",000E8C60
AM8P,006D86E4,"0650 - Monster Force (E).gba","",006D86A8
A7SP,0002AD90,"0652 - The Revenge of the Smurfs (E).gba","",0002AD6C
ADHE,00387C80,"0653 - Defender of the Crown (U).gba","",00387C20
AB9E,00315030,"0654 - Dual Blades (U).gba","",00315000
A2JJ,0022CAAC,"0656 - J-League Winning Eleven Advance 2002 (J).gba","",0022CA7C
AVTE,0007BAD4,"0658 - Virtua Tennis (U).gba","",0007BA38
AQWP,000D4E84,"0659 - Game & Watch Gallery Advance (E).gba","",000D4E18
AOPJ,0008AD98,"0660 - Oshare Princess (J).gba","",0008AD74
AH4E,0003A2E4,"0661 - Shrek Hassle at the Castle (U).gba","",0003A278
AGZJ,0010F9F4,"0662 - Galaxy Angel (J).gba","",0010F964
AHAJ,00082660,"0665 - Hamster Paradise Advance (J).gba","",00082624
APUJ,000778FC,"0667 - PukuPuku Tennen Kairanban (J).gba","",000778CC
ANYJ,001AFDE4,"0668 - Gachinko Pro Yakyuu (J).gba","",001AFDA8
A3GJ,0002E584,"0674 - Gyakuten Saiban 2 (J).gba","",0002E554
AICJ,00051BC8,"0675 - Oshaberi Inco Club (J).gba","",00051B98
ACCP,002C7CC0,"0676 - Crazy Chase (E).gba","",002C7C90
AHVJ,0033B664,"0678 - Nakayoshi Youchien (J).gba","",0033B640
A7KJ,0060F36C,"0682 - Hoshi no Kirby - Yume no Izumi Deluxe (J).gba","",0060F33C
AJGE,003914F4,"0683 - Disney's Tarzan - Return to the Jungle (U).gba","",003914AC
A2SP,00067ECC,"0687 - Spyro 2 - Season of Flame (E).gba","",00067E84
AJZJ,00307F58,"0688 - Bomberman Jetters (J).gba","",00307F10
AN9J,000CD9FC,"0689 - Tales of the World - Narikiri Dungeon 2 (J).gba","",000CD9A8
AMTE,000A8D3C,"0690 - Metroid - Fusion (U).gba","",000A8CDC
AM2P,000F3A00,"0694 - MegaMan Battle Network 2 (E).gba","",000F3880
ACBE,00062CF8,"0697 - Car Battler Joe (U).gba","",00062CC8
AAKP,00090BC8,"0698 - Deadly Skies (E).gba","",00090B8C
AH5J,0005E41C,"0699 - Beast Shooter - Mezase Beast King (J).gba","",0005E3EC
A7IJ,001BBD78,"0700 - Silk to Cotton (J).gba","",001BBD3C
A8YJ,00222D20,"0701 - Best Play Pro Yakyuu (J).gba","",00222CF0
AODJ,00345B4C,"0702 - Minami no Umi no Odyssey (J).gba","",00345B04
A2QJ,001FA538,"0703 - Monster Farm Advance 2 (J).gba","",001FA4F0
AD4E,00034550,"0706 - Dungeons and Dragons - Eye of the Beholder (U).gba","",00034520
AR9E,003DB664,"0708 - Reign Of Fire (U).gba","",003DB628
APKE,0025694C,"0709 - Pocky & Rocky with Becky (U).gba","",00256898
ACCE,002C7C8C,"0713 - Crazy Chase (U).gba","",002C7C5C
ALOP,003E503C,"0715 - The Lord of the Rings - The Fellowship of the Ring (E).gba","",003E500C
AJLE,006C44A4,"0718 - Justice League - Injustice for All (U).gba","",006C4468
AFVE,00247168,"0720 - The Fairly OddParents - Enter The Cleft (U).gba","",002470A8
AAWE,0006AEFC,"0722 - Contra Advance - The Alien Wars EX (U).gba","",0006AECC
A63J,000431FC,"0724 - Kawaii Pet Shop Monogatari 3 (J).gba","",000431CC
AZDP,00276238,"0728 - Zidane Football Generation 2002 (E).gba","",00276208
A2FE,0037A380,"0729 - Defender (U).gba","",0037A308
AXHJ,00051DB8,"0732 - Dan Doh!! Xi (J).gba","",00051D88
AAWJ,0006AEF8,"0735 - Contra Hard Spirits (J).gba","",0006AEC8
AC5J,0014FC74,"0737 - Shin Megami Tensei - Devil Children - Yami no Sho (J).gba","",0014FC44
AO7J,000FE4E8,"0738 - One Piece - Nanatsu Shima no Daihihou (J).gba","",000FE4C4
A3RE,00157D38,"0740 - The Revenge of Shinobi (U).gba","",00157D08
A6CJ,00660DDC,"0742 - Korokke Yume no Bunker Survival (J).gba","",00660DA0
AH8E,00599454,"0743 - Hot Wheels - Velocity X (U).gba","",005993E8
AJHJ,00646DDC,"0746 - Hamster Gurakubu 3 (J).gba","",00646DAC
AOGJ,00336330,"0747 - Super Robot Taisen Original Generation (J).gba","",00336300
A2QE,00220668,"0748 - Monster Rancher Advance 2 (U).gba","",00220620
AWLE,0007B118,"0752 - The Wild Thornberrys - The Movie (U).gba","",0007B088
AXDE,00C5CD3C,"0753 - Mortal Kombat - Deadly Alliance (U).gba","",00C5CD00
AH4P,0003A2E4,"0754 - Shrek Hassle at the Castle (E).gba","",0003A278
AMTP,000A9398,"0755 - Metroid - Fusion (E).gba","",000A9338
AL4J,00151B9C,"0756 - Shin Megami Tensei - Devil Children - Hikari no Sho (J).gba","",00151B6C
AXPJ,00416ECC,"0757 - Pokemon Sapphire (J).gba","",00416E9C
AD4P,00041D24,"0758 - Dungeons and Dragons - Eye of the Beholder (E).gba","",00041CF4
ANPF,0011F4F0,"0759 - Napoleon - L'Aigle de Guerre (F).gba","",0011F4B4
AXVJ,00416EE4,"0760 - Pokemon Ruby (J).gba","",00416EB4
AAXJ,000B0EB4,"0761 - Fantasic Marchen Keekiyasan Monogatari and Doubutsu CharaNavi Uranai Koseishinrigaku (J).gba","",000B0E90
A57J,005B9BE4,"0762 - Scan Hunter (J).gba","",005B9B78
A8CJ,0008F6B0,"0766 - Card Party (J).gba","",0008F698
AIPJ,0065E604,"0767 - Silent Scope (J).gba","",0065E5BC
AJGF,003914F4,"0769 - Disney's Tarzan - L'appel de la Jungle (F).gba","",003914AC
AYCE,0002EDA8,"0770 - Phantasy Star Collection (U).gba","",0002ED90
AEYE,0068D178,"0772 - Disney's Kim Possible - Revenge of Monkey (U).gba","",0068D13C
AARE,001C9290,"0774 - Altered Beast - Guardian of the Realms (U).gba","",001C9260
A7KE,0060B460,"0775 - Kirby - Nightmare in Dreamland (U).gba","",0060B430
AZLE,003C3BBC,"0776 - The Legend Of Zelda - A Link To The Past (U).gba","",003C3A3C
AZUP,000E7D54,"0778 - Street Fighter Alpha 3 (E).gba","",000E7D24
AQ2J,003422F8,"0781 - Choro Q Advance 2 (J).gba","",003422B0
A6BJ,00149390,"0787 - RockMan EXE 3 (J).gba","",00149210
AEEP,0003B1D4,"0792 - Ballistic - Ecks vs. Sever 2 (E).gba","",0003B198
A8PJ,00352CC0,"0795 - Derby Stallion Advance (J).gba","",00352C90
AK2J,00E5AD10,"0796 - Kinnnikuman Nisei Seigi Choujin he no Michi (J).gba","",00E5ACE0
AL3J,00302E88,"0798 - Shaman King Chou Senjiryokketsu 3 (J).gba","",00302E58
AWWP,0036B060,"0799 - Woody Woodpecker In Crazy Castle 5 (E).gba","",0036B030
ATVP,0004FE38,"0800 - Tir Et But (F).gba","",0004FE20
AA4J,000AF3D0,"0801 - Monster Maker 4 - Flash Card (J).gba","",000AF3A0
AA5J,000AF3D0,"0802 - Monster Maker 4 - Kira Dice (J).gba","",000AF3A0
A2DJ,0007370C,"0803 - Darius R (J).gba","",000736C4
AK7J,0006D420,"0805 - Klonoa Heroes - Densetsu no Star Medal (J).gba","",0006D390
A2HJ,00553D30,"0807 - Hajime no Ippo - The Fighting (J).gba","",00553BC8
ALNE,006C0CB0,"0808 - Lunar Legend (U).gba","",006C0C74
A2TE,00062D8C,"0809 - Pinball Tycoon (U).gba","",00062D5C
A4BE,000318D4,"0810 - Monster Bass Fishing (U).gba","",000318A4
A2NJ,00AD4B14,"0815 - Sonic Advance 2 (J).gba","",00AD4AD8
AYLJ,000338FC,"0816 - Sega Rally Championship (J).gba","",000338C0
AUCJ,000664A0,"0821 - Uchuu Daisakusen Chocovader - Uchuu kara no Shinryakusha (J).gba","",000663C8
A59J,002A1E5C,"0822 - Toukon Heat (J).gba","",002A1E2C
ANWJ,00257C78,"0823 - Elevator Action - Old & New (J).gba","",00257C24
A5BJ,002FD8C4,"0824 - Chocobo Land - Game de Dice (J).gba","",002F5630
A8HE,005BA924,"0825 - Cabela's Big Game Hunter (U).gba","",005BA918
A3RP,00142E88,"0829 - The Revenge of Shinobi (E).gba","",00142E58
A87J,0006093C,"0830 - Ohanaya-san Monogatari (J).gba","",00060900
AB9J,003120D0,"0831 - Dual Blades (J).gba","",003120A0
AEXJ,006007CC,"0832 - The King Of Fighters EX2 - Howling Blood (J).gba","",00600784
A8VJ,0012396C,"0835 - Bobobohbo Bohbobo Ougi 87.5 Bakuretsu Hanage Shinken (J).gba","",0012393C
AJGD,003914F4,"0837 - Disney's Tarzan - Ruckkehr in den Dschungel (G).gba","",003914AC
A3EJ,0007F82C,"0838 - Bakuten Shoot Beyblade 2002 Team Battle! Daichi Hen (J).gba","",0019180C
A3WJ,0007F82C,"0839 - Bakuten Shoot Beyblade 2002 Team Battle! Takao Hen (J).gba","",0019180C
A56J,0005A470,"0840 - Doki-doki Cooking Series 1 - Komugi-chan no Happy Cake (J).gba","",0005A440
AHZJ,00050BC4,"0842 - Higanbana (J).gba","",00050B88
AIRP,0002B438,"0843 - Inspector Gadget Racing (E).gba","",0002B408
A2OJ,000234DC,"0846 - K-1 Pocket Grand Prix 2 (J).gba","",000234AC
A9QJ,0056B4F0,"0847 - Kururin Paradise (J).gba","",0056B4B4
A8MJ,00632D64,"0850 - Kotoba no Puzzle Mojipittan Advance (J).gba","",00632D10
ALQJ,001A0304,"0852 - Little Buster Q (J).gba","",001A02D4
A8SE,0037FC20,"0854 - Digimon Battle Spirit (U).gba","",0037FBB4
ANSJ,000686A0,"0858 - Marie, Elie & Anis No Atelier - Soyokaze Kara No Dengon (J).gba","",00068670
ABDJ,00143870,"0859 - Boulder Dash EX (J).gba","",0014381C
AIYJ,006FBA44,"0860 - Inuyasha Naraku no Wana Mayoi no Mori no Shoutaijou (J).gba","",006FBA14
AEKJ,003790F0,"0861 - Elemix (J).gba","",003790C0
A2GE,00061FA4,"0863 - GT Advance 3 - Pro Concept Racing (U).gba","",00061F68
AOHJ,000619B8,"0864 - Minimoni - Onegai Ohoshi-sama (J).gba","",00061958
A3XJ,00149518,"0865 - Battle Network RockMan EXE 3 Black (J).gba","",00149398
AFXJ,001401A8,"0866 - Final Fantasy Tactics Advance (J).gba","",00140178
AHUP,000556E4,"0868 - Shining Soul (E).gba","",000556B4
A9AP,00053C58,"0870 - Demon Driver (E).gba","",00053C28
A9GP,00016320,"0872 - Stadium Games (E).gba","",000162E4
AFHP,003784C8,"0873 - Strike Force Hydra (E).gba","",00378498
AYZP,000EFA94,"0875 - Rayman 3 - Hoodlum Havoc (E).gba","",000EFA64
AMTJ,000AB0A0,"0877 - Metroid - Fusion (J).gba","",000AB040
ACOJ,002CAACC,"0878 - Manga-ka Debut Monogatari (J).gba","",002CAAA8
AF4J,0037EF40,"0879 - Fushigi no Kuni no Alice (J).gba","",0037EEF8
A4SJ,000DD374,"0880 - Spyro Advance (J).gba","",000DD338
AONP,002A5B88,"0881 - Bubble Bobble - Old & New (E).gba","",002A5B28
AG6J,00128B04,"0882 - Mugenborg (J).gba","",00128AB0
AZLP,0043F8AC,"0883 - The Legend Of Zelda - A Link To The Past (E).gba","",0043F72C
A39J,0011EF90,"0887 - Lode Runner (J).gba","",0011EF30
AYCP,0002EA14,"0890 - Phantasy Star Collection (E).gba","",0002E9FC
AWQE,006EB38C,"0891 - Wings (U)).gba","",006EB344
AWKJ,00018BF4,"0892 - Wagamama Fairy Mirumo de Pon Ougon Maracas no Densetsu (J).gba","",00018BB8
AVTP,0007F5D4,"0894 - Virtua Tennis (E).gba","",0007F538
A9PJ,00316E7C,"0895 - Tales of the World - Summoner's Lineage (J).gba","",00316E4C
A52J,0001D094,"0897 - Eitangohen - 2000 Words (J).gba","",0001D034
AXPE,004554E8,"0898 - Pokemon Sapphire (U).gba","",004554B8
AZUE,000E7D2C,"0899 - Street Fighter Alpha 3 (U).gba","",000E7CFC
AZLJ,003E7A54,"0900 - Zelda no Densetsu GBA (J).gba","",003E78D4
A6ME,0006A4F4,"0902 - MegaMan & Bass (U).gba","",0006A470
AYLE,00033F64,"0903 - Sega Rally Championship (U).gba","",00033F28
A2FP,0039EEEC,"0904 - Defender (E).gba","",0039EE74
A2NE,00AD4F4C,"0906 - Sonic Advance 2 (U).gba","",00AD4F10
AXVE,0045548C,"0907 - Pokemon Ruby (U).gba","",0045545C
AY8J,00AE59D8,"0908 - Yu-Gi-Oh! Duel Monsters 8 (J).gba","",00AE5900
A2NP,00AD4F4C,"0916 - Sonic Advance 2 (E).gba","",00AD4F10
AUSJ,007302BC,"0919 - One Piece - Mezase! King of Paris (J).gba","",0073028C
A4PJ,0002263C,"0924 - Sister Princess Re Pure (J).gba","",0002260C
ASUE,00050528,"0926 - Superman - Countdown to Apokolips (U).gba","",000504E0
A64J,00034BF8,"0928 - Shimura Ken no Bakatonosama (J).gba","",00034BB0
AI9J,002CA7A4,"0929 - Inukko Club Fukumaru no Bouken (J).gba","",002CA78C
A9HJ,000FA5FC,"0930 - Dragon Quest Monsters - Caravan Heart (J).gba","",000FA5CC
AJXD,00063638,"0931 - Jimmy Neutron vs. Jimmy Negatron (G).gba","",000635D8
AAUJ,005FCFE4,"0933 - Shin Megami Tensei (J).gba","",005FCFB4
AE3E,00037540,"0936 - Ed, Edd n Eddy - Jawbreakers! (U).gba","",00037528
AUZE,002DE564,"0938 - Santa Claus Saves the Earth (E).gba","",002DE528
AGFE,001C4530,"0940 - Golden Sun 2 - The Lost Age (U).gba","",001C44C4
ANXP,00339EA0,"0941 - Ninja Cop (E).gba","",00339E58
AQPE,00136F6C,"0942 - Disney Princess (U).gba","",00136F54
AMHP,001960EC,"0943 - Bomberman Max 2 Blue (E).gba","",001960C8
AMYP,00196290,"0944 - Bomberman Max 2 Red (E).gba","",0019626C
A73J,000400E0,"0945 - Whistle (J).gba","",000400B0
AAZJ,000513BC,"0946 - Aozoora to Nakamatachi - Yume no Bouken (J).gba","",00051380
AH3E,004B996C,"0947 - Hamtaro - Ham-Ham Heartbreak (U).gba","",004B9918
ARFP,0014A7BC,"0950 - Freestyle Scooter (E).gba","",0014A78C
A9SJ,00645278,"0952 - Dancing Sword (J).gba","",00645230
A4NJ,0013BD34,"0956 - Bokujou Monogatari - Mineral Town no Nakama Tachi (J).gba","",0013BCEC
A7GJ,0042FF54,"0959 - Sengoku Kakumei Gaiden (J).gba","",0042FE64
ATBJ,000E847C,"0962 - SLOT!PRO 2 Advance GoGo Juggler (J).gba","",000E8440
A4LJ,000443FC,"0963 - Sylvania Family 4 (J).gba","",000443C0
ANTJ,0004C1E8,"0964 - Japan Pro Mahjong Tetsuman Advance (J).gba","",0004C1B8
AW3J,00036230,"0965 - Watashi No Make Salon (J).gba","",0003620C
A53J,0001D0B0,"0967 - Eigo Kobuhen Eijukugo Hen 650 Phrases Blue Edition (J).gba","",0001D050
AZ2J,0068958C,"0968 - Zoid's Saga II (J).gba","",0068955C
A2VJ,0001D75C,"0969 - Kisekko Gurumi (J).gba","",0001D708
ARAJ,0003BD38,"0971 - Shin Nihon Pro Wrestling Toukon Retsuden Advance (J).gba","",0003BCFC
AZ9J,000D12D8,"0972 - Simple 2960 Vol. 2 - The Block Kuzushi (J).gba","",000D12B4
AJEJ,001C4928,"0975 - Fancy Pocket (J).gba","",001C4910
AO2J,000D984C,"0976 - Oshare Princess 2 And Doubutsu Kyaranabi (J).gba","",000D9828
ASUP,0005050C,"0977 - Superman - Countdown to Apokolips (E).gba","",000504C4
AYLP,00033F64,"0978 - Sega Rally Championship (E).gba","",00033F28
AB4J,00073CCC,"0980 - Summon Night (J).gba","",00073CB4
A8TJ,00137118,"0981 - RPG Tsukuru Advance (J).gba","",00137100
AYZE,000EFD04,"0985 - Rayman 3 - Hoodlum Havoc (U).gba","",000EFCD4
AZAJ,00032054,"0986 - Azumanga Daioh Advance (J).gba","",00032024
AF3J,000D51E4,"0989 - Zero One (J).gba","",000D51B4
A62J,000FFC6C,"0990 - RockMan Zero 2 (J).gba","",000FFBC4
AZKJ,00047D40,"0991 - Simple 2960 Vol. 1 - The Table Game Collection (J).gba","",00047D1C
AO4E,000B8058,"0993 - Tom Clancy's Splinter Cell (U).gba","",000B8028
A7AJ,00077C38,"0994 - Naruto (J).gba","",00077BFC
A2CJ,00248C9C,"0996 - Castlevania - Minuet Of Dawn (J).gba","",00248C3C
A2CP,0027CD4C,"0997 - Castlevania - Aria of Sorrow (E).gba","",0027CCEC
AGDE,000D5740,"0998 - Lufia - The Ruins Of Lore (U).gba","",000D56F8
A2CE,0027CD38,"0999 - Castlevania - Aria of Sorrow (U).gba","",0027CCD8
A8OJ,00067740,"1003 - Sutekina Obentou (J).gba","",00067710
ABYY,0025B40C,"1015 - Britney's Dance Beat (E).gba","",0025B3E8
A83J,000C39DC,"1027 - Hamster Monogatari 3 (J).gba","",000C39B8
AWWJ,00363DE0,"1028 - Woody Woodpecker In Crazy Castle 5 (J).gba","",00363DB0
AEHJ,0009C1E8,"1029 - Okaitoku Series 5 - Puzzle & Tantei Collection (J).gba","",0009C1C4
A8GJ,001DB920,"1030 - Getbackers Dakkanoku - Metropolis Dakkan Sakusen (J).gba","",001DB8F0
AW9E,0003AC90,"1034 - Wing Commander Prophecy (U).gba","",0003AC48
A2ZJ,006094F8,"1038 - Zen-Nippon Shounen Soccer Taikai 2 - Mezase Nippon-ichi! (J).gba","",006094BC
A2GP,00061FA4,"1040 - GT Advance 3 - Pro Concept Racing (E).gba","",00061F68
A3VE,000F9F74,"1041 - Sonic Pinball Party (U).gba","",000F9F44
AO4P,000B80B0,"1043 - Tom Clancy's Splinter Cell (E).gba","",000B8080
AWOP,003DDA08,"1045 - Wolfenstein 3D (E).gba","",003DD9D8
A6MP,0006A4E8,"1046 - MegaMan & Bass (E).gba","",0006A464
ANA5,0006CD4C,"1047 - Gekitou Densetsu Noah - Dream Management (J).gba","",0006CD1C
AK2E,00E569B8,"1048 - Ultimate Muscle - The Path of the Superhero (U).gba","",00E56988
AFNJ,0007B090,"1051 - Angel Collection - Mezase! Gakuen no Fashion Leader (J).gba","",0007B048
AW2E,0024238C,"1060 - Advance Wars 2 - Black Hole Rising (U).gba","",00242308
ANXE,0033DEA4,"1062 - Ninja Five-0 (U).gba","",0033DE5C
A6GJ,002BA3D0,"1063 - Monster Gate 2 - Dai Inaru Dungeon (J).gba","",002BA250
A2UJ,0010B530,"1069 - Mother 1+2 (J).gba","",0010B50C
A9TJ,000E4A14,"1070 - Metal Max 2 Kai (J).gba","",000E49F0
A5UE,002A9014,"1071 - Space Channel 5 - Ulala's Cosmic Attack (U).gba","",002A8FFC
AEXE,006078E0,"1073 - The King of Fighters EX2 - Howling Blood (E).gba","",00607898
AJLP,006C49E0,"1074 - Justice League - Injustice for All (E).gba","",006C49A4
AH3P,006EAE34,"1075 - Hamtaro - Ham-Ham Heartbreak (E).gba","",006EADE0
A3XE,00148C6C,"1078 - MegaMan Battle Network 3 Blue Version (U).gba","",00148AEC
A6BE,00148B6C,"1080 - MegaMan Battle Network 3 White Version (U).gba","",001489EC
A4AE,00125FD8,"1083 - The Simpson's Road Rage (U).gba","",00125F3C
AQPD,001365DC,"1086 - Disney's Prinzessinnen (G).gba","",001365C4
BHCJ,00111D04,"1089 - Hamster Monogatari Collection (J).gba","",00111CE0
BKKJ,00059B40,"1090 - Boku No Kuwagata 3 (J).gba","",00059AF8
AXPD,00463394,"1092 - Pokemon Saphir (G).gba","",00463364
AV3E,007437A4,"1094 - Spy Kids 3-D Game Over (U).gba","",00743774
A29J,000744A8,"1096 - Disneys Magical Quest 2 (J).gba","",00074424
BK2J,00B11B5C,"1097 - Croket! 2 Kindan no Bank To Banjyu (J).gba","",00B11AFC
BKIJ,000327F8,"1098 - Nakayoshi Pet Advance Series 4 - Kawaii Koinu Kogatainuhen (J).gba","",000327C8
BGBJ,0003A9E0,"1099 - Get! Boku no Mushitsu (J).gba","",0003A9BC
A82J,0011700C,"1100 - Hamster Paradise - Pure Heart (J).gba","",00116FD0
AW9P,0004681C,"1101 - Wing Commander Prophecy (E).gba","",000467D4
U3IJ,001EB96C,"1102 - Bokura no Taiyo (J).gba","",001EB8D0
A86J,000F9F78,"1103 - Sonic Pinball Party (J).gba","",000F9F48
AXVI,00457810,"1104 - Pokemon Rubino (I).gba","",004577E0
AXPI,004574B4,"1105 - Pokemon Zaffiro (I).gba","",00457484
AXVD,00463428,"1106 - Pokemon Rubin (G).gba","",004633F8
A6OJ,0075E488,"1107 - Onimusha Tactics (J).gba","",0075E3BC
A4KJ,006ED744,"1108 - Hamster Club 4 (J).gba","",006ED714
AXPS,0045A660,"1109 - Pokemon Zafiro (S).gba","",0045A630
AXVS,0045A924,"1110 - Pokemon Rubi (S).gba","",0045A8F4
AXPF,0045E094,"1111 - Pokemon Saphir (F).gba","",0045E064
A5GJ,00153230,"1112 - Dragon Drive (J).gba","",0015320C
AU2J,000BDB3C,"1113 - Shining Soul II (J).gba","",000BDB0C
AXVF,0045E564,"1114 - Pokemon Rubis (F).gba","",0045E534
AJ6J,0005CD28,"1115 - Disney's Aladdin (J).gba","",0005CCA4
AN8J,000C0BB8,"1117 - Tales of Phantasia (J).gba","",000C0B7C
BPPJ,0051B9BC,"1118 - Pokemon Pinball - Ruby & Sapphire (J).gba","",0051B98C
AC4J,000C2200,"1119 - Detective Conan (J).gba","",000C217C
A89J,00160658,"1121 - Rockman EXE Battlechip GP (J).gba","",00160604
PSAJ,00060220,"1123 - Card e-Reader + (J).gba","",000601E4
A8ZJ,002B3DEC,"1124 - Shin Megami Tensei - Devil Children - Puzzle de Call (J).gba","",002B3DB0
AOIE,002B1AB8,"1126 - Shrek Reekin' Havoc (U).gba","",002B1A34
AZ3J,00130DC4,"1127 - Cyberdrive Zoids (J).gba","",00130DA0
AA9J,00322A00,"1128 - Duel Masters (J).gba","",003229A0
BGMJ,0005C944,"1129 - Genso Maden Saiyuki (J).gba","",0005C908
BWDJ,00300790,"1130 - Wannyan Doubutsu Byouin (J).gba","",0030076C
BMDE,0000B6C8,"1131 - Madden 2004 (U).gba","",0000B668
A8SP,003ADB6C,"1133 - Digimon Battle Spirit (E).gba","",003ADB00
BPPE,00534E04,"1135 - Pokemon Pinball - Ruby & Sapphire (U).gba","",00534DD4
BOBJ,004040AC,"1137 - Boboboubo Boubobo 2 (J).gba","",0040407C
AW4E,00D70014,"1138 - Mortal Kombat - Tournament Edition (U).gba","",00D6FFD8
AQMP,000743E4,"1139 - Disney's Magical Quest 2 Starring Mickey and Minnie (E).gba","",00074360
AFXE,0014BB48,"1141 - Final Fantasy Tactics Advance (U).gba","",0014BB18
AVFJ,0099DF2C,"1143 - Densetsu no Stafi 2 (J).gba","",0099DEF0
BGFJ,00A937C8,"1144 - Get Backers - Dakkanoku Jagan Fuuin (J).gba","",00A93798
AZZE,000467FC,"1146 - Rocket Power - Zero Gravity Zone (U).gba","",00046778
AZSE,000523C8,"1149 - Gem Smashers (U).gba","",00052398
AUEJ,00465B70,"1151 - Naruto - Konoha Senki (J).gba","",00465B40
AW2P,002C5638,"1155 - Advance Wars 2 - Black Hole Rising (E).gba","",002C55B4
AGFD,001C4530,"1156 - Golden Sun 2 - Die Vergessene Epoche (G).gba","",001C44C4
BO3J,000FB100,"1157 - Oshare Princess 3 (J).gba","",000FB0DC
U3IE,001EC904,"1161 - Boktai - The Sun is in Your Hand (U).gba","",001EC868
AGFS,001C4530,"1162 - Golden Sun 2 - La Edad Perdida (S).gba","",001C44C4
AGFF,001C4530,"1163 - Golden Sun 2 - L'age perdu (F).gba","",001C44C4
AAJJ,000ACD84,"1164 - Shin Kisekae Monogatari (J).gba","",000ACD54
BOJJ,000498F4,"1165 - Ojaru Maru - Tsuki Hikari Machi Tour de Ojaru (J).gba","",000498C4
BD8E,0014AA64,"1167 - Disney's Party (U).gba","",0014AA28
BTQJ,0042440C,"1169 - Tantei Gakuen Q (J).gba","",004243DC
BDYJ,0015DE68,"1170 - Shin Megami Tensei - Devil Children 2 - Koori no Sho (J).gba","",0015DE38
BDHJ,0015CDA4,"1171 - Shin Megami Tensei - Devil Children 2 - Honoo no Sho (J).gba","",0015CD74
A4AX,001281D0,"1174 - The Simpson's Road Rage (E).gba","",00128134
AGFI,001C4530,"1175 - Golden Sun 2 - L'era Perduta (I).gba","",001C44C4
BDIJ,00070850,"1176 - Koinu to Issho - Aijou Monogatari (J).gba","",0007082C
A7KP,00843B50,"1179 - Kirby - Nightmare in Dreamland (E).gba","",00843B20
BDSE,0036C64C,"1182 - Digimon Battle Spirit 2 (U).gba","",0036C5E0
AJ8J,0001F728,"1184 - Jurassic Park Institute Tour (J).gba","",0001F6E0
BODE,001C04F4,"1185 - Oddworld - Munch's Oddysee (U).gba","",001C04DC
ABDP,00143628,"1186 - Boulder Dash EX (E).gba","",001435D4
A6BP,00148B6C,"1187 - MegaMan Battle Network 3 White Version (E).gba","",001489EC
BZDJ,0004BB2C,"1188 - Zettaizetsumei Dangerous Jiisan - Shijou Saikyou no Dogeza (J).gba","",0004BB14
A5TJ,0058D384,"1189 - Shin Megami Tensei 2 (J).gba","",0058D354
AH9P,0063C278,"1191 - The Hobbit (E).gba","",0063C20C
BBFJ,00097D70,"1192 - Battle X Battle - Kyoudai Ou Densetsu (J).gba","",00097D34
AFXP,0014F540,"1194 - Final Fantasy Tactics Advance (E).gba","",0014F510
AQDE,0008AA04,"1200 - Crouching Tiger Hidden Dragon (U).gba","",0008A9D4
AC5E,001519BC,"1201 - Demikids Dark Version (U).gba","",0015198C
AL4E,00153774,"1202 - Demikids Light Version (U).gba","",00153744
A3XP,00148C6C,"1204 - MegaMan Battle Network 3 Blue Version (E).gba","",00148AEC
BOMJ,00039B28,"1206 - Bomberman Jetters Game Collection (J).gba","",00039AEC
A62E,00100A24,"1207 - Megaman Zero 2 (U).gba","",0010097C
BMPJ,00036104,"1209 - Wagamama Fairy Mirumo De Pon Taisen Mahoudrama (J).gba","",000360BC
BKGJ,000B0C74,"1210 - Kawaii Pet Game Gallery (J).gba","",000B0C50
BMRJ,0001F444,"1211 - Matantei Loki Ragnarok (J).gba","",0001F414
BNTE,00632D6C,"1213 - Teenage Mutant Ninja Turtles (U).gba","",00632D0C
AORJ,000CC9F0,"1214 - Oriental Blue - Ao no Tengai (J).gba","",000CC9B4
AQPF,0013668C,"1220 - Disney Princesse (F).gba","",00136674
BATE,000B24F4,"1223 - Batman Rise of Sin Tzu (U).gba","",000B24C4
AOWE,00071068,"1225 - Spyro Attack of The Rhynocs (U).gba","",00071014
A62P,00100A24,"1228 - MegaMan Zero 2 (E).gba","",0010097C
BPYE,000ACFE8,"1232 - Prince of Persia - The Sands of Time (U).gba","",000ACFB8
AXPE,00455500,"1237 - Pokemon Sapphire (E).gba","",004554D0
A3VP,000F9F74,"1239 - Sonic Pinball Party (E).gba","",000F9F44
AY7E,009F42C0,"1240 - Yu-Gi-Oh! - The Sacred Cards (U).gba","",009F423C
AXVE,004554A0,"1242 - Pokemon Ruby (E).gba","",00455470
AQTE,000367F8,"1244 - Dr. Seuss' - The Cat in the Hat (U).gba","",000367BC
